gender,marital_status,city,education_level,department,income_class,age,years_experience,weekly_hours,bonus_percentage,performance_score,overtime_hours,monthly_income,predicted_income,income_gap,gap_flag
Female,Single,Surabaya,S1,Sales,High,44.0,10.0,37.5,12.8,83.4,16.4,10119,9688.91419425939,430.08580574060943,Fair
Female,Married,Surabaya,SMA,IT,High,56.0,15.0,34.9,9.9,61.3,9.7,9321,11075.06341187636,-1754.0634118763592,Underpaid
Male,Single,Jakarta,S1,Marketing,High,40.0,22.0,36.9,9.9,66.9,21.7,16535,14024.564609968234,2510.4353900317656,Overpaid
Male,Divorced,Surabaya,S2,Finance,Low,38.0,3.0,33.8,7.6,89.9,12.3,5971,5260.483811620088,710.5161883799119,Overpaid
Male,Married,Jakarta,D3,Marketing,Low,37.0,9.0,42.1,11.0,91.9,4.5,7366,8062.7464406016825,-696.7464406016825,Underpaid
Male,Single,Jakarta,S1,HR,Low,32.0,4.0,32.7,9.9,89.2,8.6,4187,5556.225299633883,-1369.225299633883,Underpaid
Female,Single,Surabaya,SMA,IT,High,38.0,18.0,43.0,9.9,97.2,10.0,12317,13156.730983769521,-839.7309837695211,Underpaid
Female,Married,Surabaya,S1,HR,Low,33.0,7.0,43.1,9.9,80.8,10.4,8113,7432.47145912441,680.5285408755899,Overpaid
Other,Married,Jakarta,D3,IT,Low,35.0,3.0,31.7,6.5,80.1,16.3,4613,4924.757991803734,-311.7579918037336,Fair
Female,Single,Surabaya,SMA,Finance,High,46.0,13.0,47.7,9.9,65.9,5.2,11181,11568.784790612115,-387.7847906121151,Fair
Female,Divorced,Jakarta,D3,Sales,High,27.0,19.0,42.6,9.9,69.2,3.3,13252,13562.53433274307,-310.53433274306917,Fair
Female,Married,Bandung,SMA,Sales,High,44.0,13.0,43.7,9.4,55.1,13.0,11053,11184.373316236946,-131.37331623694627,Fair
Female,Single,Bandung,S2,IT,High,46.0,11.0,36.2,10.1,71.8,7.5,9958,9835.671825982767,122.32817401723332,Fair
Female,Single,Jakarta,SMA,HR,High,18.0,17.0,45.6,14.7,85.8,9.8,12401,13118.686802513777,-717.6868025137774,Underpaid
Female,Married,Surabaya,D3,Finance,Low,30.0,6.0,39.5,9.9,78.9,7.4,7943,6792.622736193234,1150.3772638067658,Overpaid
Male,Married,Jakarta,D3,Marketing,High,45.0,9.0,50.0,7.7,54.7,16.1,9280,10034.794434986361,-754.794434986361,Underpaid
Male,Single,Jakarta,S1,Sales,Low,35.0,8.0,40.2,7.0,73.1,13.7,8574,7643.467695963469,930.5323040365311,Overpaid
Female,Single,Surabaya,S2,Marketing,Low,27.0,4.0,45.7,9.9,94.7,9.8,6470,6554.853593100958,-84.85359310095828,Fair
Female,Single,Surabaya,D3,HR,High,31.0,8.0,41.5,10.1,73.7,9.4,9232,9227.748442155662,4.251557844338095,Fair
Female,Married,Bandung,S1,Sales,High,42.0,16.0,42.9,12.5,65.0,12.1,13526,12308.867786972402,1217.1322130275985,Overpaid
Female,Divorced,Jakarta,S1,IT,High,39.0,13.0,31.6,9.9,57.1,0.5,10863,10194.52173993749,668.4782600625094,Overpaid
Female,Married,Jakarta,SMA,Finance,High,33.0,13.0,41.9,9.2,57.4,16.6,10134,11084.681996159235,-950.6819961592355,Underpaid
Male,Married,Bandung,S1,Finance,Low,32.0,11.0,36.3,9.9,80.4,7.2,8570,8443.59982359137,126.4001764086297,Fair
Male,Married,Jakarta,S1,Sales,High,32.0,13.0,35.8,9.9,70.7,7.8,10951,10631.298783826407,319.7012161735929,Fair
Male,Single,Surabaya,S1,IT,Low,35.0,6.0,48.7,9.9,71.5,2.0,7807,7459.260327635587,347.7396723644133,Fair
Male,Married,Jakarta,S1,HR,Low,48.0,8.0,38.9,9.9,70.7,9.8,7859,7382.441656879914,476.55834312008574,Fair
Female,Married,Surabaya,D3,Finance,Low,32.0,11.0,35.0,9.9,73.6,9.8,8303,8290.450265577147,12.549734422853362,Fair
Male,Single,Jakarta,S2,Sales,High,45.0,11.0,38.2,7.3,62.7,9.8,10730,10038.480032067322,691.5199679326779,Overpaid
Male,Single,Bandung,S1,Finance,High,47.0,12.0,33.5,9.9,78.2,3.9,10390,10087.872292162667,302.1277078373332,Fair
Male,Divorced,Surabaya,D3,IT,High,43.0,9.0,47.2,9.9,60.8,11.0,9098,9927.089193105328,-829.0891931053284,Underpaid
Female,Single,Surabaya,S1,HR,Low,32.0,8.0,36.5,7.5,67.4,20.4,7007,7279.449445699226,-272.4494456992261,Fair
Female,Single,Surabaya,S2,Marketing,High,35.0,15.0,46.8,9.9,78.8,14.8,12311,12228.908497561104,82.09150243889599,Fair
Male,Married,Bandung,S1,IT,High,28.0,12.0,37.5,9.9,81.9,17.5,10137,10373.124541524468,-236.12454152446844,Fair
Male,Single,Jakarta,SMA,IT,Low,38.0,9.0,42.7,9.9,96.5,0.5,7904,8222.350905432424,-318.35090543242404,Fair
Female,Married,Bandung,D3,Finance,Low,26.0,8.0,34.8,12.7,74.4,7.7,6240,7200.637068029117,-960.6370680291166,Underpaid
Female,Married,Jakarta,S1,IT,High,45.0,9.0,52.2,13.9,75.2,3.6,9803,10353.961132538481,-550.9611325384813,Underpaid
Female,Single,Surabaya,SMA,Finance,High,31.0,11.0,40.0,9.9,72.4,6.0,10833,10266.34959897438,566.6504010256194,Overpaid
Female,Single,Surabaya,SMA,Finance,Low,37.0,1.0,39.0,6.8,70.6,18.5,4478,4853.829748896538,-375.82974889653815,Fair
Female,Single,Bandung,D3,Finance,Low,37.0,2.0,36.1,9.2,64.9,11.1,4364,5002.860900461397,-638.8609004613973,Underpaid
Female,Married,Jakarta,D3,Marketing,Low,33.0,10.0,39.4,7.0,75.8,9.8,6313,8174.945699857934,-1861.9456998579344,Underpaid
Male,Married,Bandung,D3,Sales,Low,40.0,11.0,38.3,9.9,78.6,9.8,8696,8575.262867248139,120.73713275186128,Fair
Female,Married,Surabaya,SMA,IT,High,31.0,9.0,49.8,9.9,79.1,3.9,10355,10194.921228408282,160.07877159171767,Fair
Female,Single,Surabaya,SMA,Marketing,High,42.0,17.0,33.9,12.0,75.6,13.4,10634,11893.208742263343,-1259.208742263343,Underpaid
Female,Married,Jakarta,S1,Sales,Low,24.0,3.0,40.7,12.6,84.3,16.3,7340,5843.571974482582,1496.428025517418,Overpaid
Female,Divorced,Jakarta,S1,Marketing,Low,36.0,6.0,39.9,9.9,75.3,11.6,7076,6767.386620515272,308.6133794847283,Fair
Female,Married,Surabaya,SMA,HR,High,51.0,18.0,39.4,9.9,70.9,12.4,11355,12696.07501074573,-1341.0750107457297,Underpaid
Male,Single,Surabaya,D3,IT,High,27.0,11.0,39.5,9.9,65.7,3.8,9949,10118.212469897338,-169.21246989733845,Fair
Female,Married,Jakarta,S1,Marketing,High,30.0,14.0,39.4,9.8,59.5,13.5,11392,11152.69594841937,239.30405158062968,Fair
Female,Married,Bandung,SMA,HR,High,39.0,20.0,44.4,9.9,89.6,16.7,13999,14023.470820485292,-24.47082048529228,Fair
Female,Married,Bandung,SMA,IT,Low,36.0,7.0,43.0,10.8,68.0,12.0,8744,7343.085989261157,1400.914010738843,Overpaid
Other,Single,Jakarta,SMA,Marketing,Low,38.0,10.0,42.1,9.9,65.7,1.0,8590,8381.643904939372,208.35609506062792,Fair
Female,Single,Jakarta,S1,Marketing,Low,39.0,9.0,24.8,9.9,70.8,18.2,7615,6622.2259511669145,992.7740488330855,Overpaid
Male,Single,Surabaya,S1,Marketing,Low,44.0,8.0,31.7,9.9,91.4,11.9,6889,6831.290311960032,57.70968803996766,Fair
Male,Married,Jakarta,S1,Marketing,High,33.0,13.0,47.4,15.0,101.3,15.4,12221,11591.032173096382,629.9678269036176,Overpaid
Male,Married,Bandung,D3,Finance,Low,40.0,13.0,35.4,9.9,75.6,1.0,8929,9073.151308197317,-144.15130819731712,Fair
Female,Divorced,Surabaya,S1,Finance,Low,50.0,8.0,38.7,9.9,95.6,10.6,8249,7547.567658515529,701.4323414844712,Overpaid
Male,Single,Surabaya,SMA,HR,High,34.0,7.0,37.0,10.1,83.9,10.3,9094,8499.996750902226,594.0032490977737,Overpaid
Female,Married,Jakarta,S1,IT,High,27.0,16.0,46.2,8.8,78.6,17.2,13987,12598.905844221597,1388.0941557784026,Overpaid
Female,Single,Jakarta,S1,Finance,Low,44.0,8.0,40.5,10.1,90.8,12.3,7138,7714.178907185455,-576.1789071854546,Underpaid
Female,Single,Jakarta,S1,Sales,High,34.0,11.0,48.6,4.1,86.2,17.2,11960,11040.670747299602,919.3292527003978,Overpaid
Male,Single,Jakarta,D3,Finance,High,18.0,11.0,42.1,9.9,81.3,12.7,10637,10549.371837876213,87.62816212378675,Fair
Female,Married,Bandung,SMA,Sales,High,42.0,17.0,41.2,9.9,98.2,9.6,11573,12677.721335208189,-1104.721335208189,Underpaid
Female,Married,Jakarta,S1,HR,High,31.0,15.0,40.3,14.7,70.0,11.0,11742,11746.897715761677,-4.897715761677318,Fair
Female,Married,Bandung,S1,Sales,Low,34.0,4.0,44.1,11.0,65.1,17.6,6887,6383.233005915397,503.76699408460263,Overpaid
Male,Single,Surabaya,S1,HR,Low,38.0,4.0,31.3,7.8,68.2,3.5,4054,5295.640520918726,-1241.640520918726,Underpaid
Female,Married,Surabaya,D3,HR,High,37.0,13.0,40.4,9.9,92.5,14.5,11249,11027.61772697798,221.38227302201994,Fair
Female,Single,Bandung,S1,HR,High,41.0,10.0,39.6,12.4,89.5,6.9,11395,9887.002592018309,1507.9974079816911,Overpaid
Female,Single,Bandung,S1,Sales,High,32.0,8.0,43.6,8.3,69.7,5.8,9728,9439.732018700923,288.2679812990773,Fair
Female,Married,Jakarta,S1,Sales,High,39.0,15.0,39.1,11.9,51.5,15.1,11568,11572.624624879623,-4.624624879623298,Fair
Male,Single,Jakarta,S1,HR,Low,33.0,11.0,34.8,11.2,72.9,5.6,8699,8313.571809335595,385.4281906644046,Fair
Male,Married,Jakarta,S1,HR,High,41.0,10.0,40.0,9.9,64.9,11.9,9332,9744.93172970354,-412.93172970353953,Fair
Male,Married,Surabaya,S1,IT,High,40.0,14.0,34.6,10.1,70.1,7.6,9483,10759.854331391773,-1276.8543313917726,Underpaid
Female,Single,Bandung,S1,HR,Low,28.0,8.0,30.4,11.2,64.5,1.8,6560,6811.673970026273,-251.6739700262733,Fair
Female,Married,Bandung,S2,Marketing,High,44.0,18.0,43.6,9.6,58.9,12.4,11402,12955.28212077481,-1553.2821207748093,Underpaid
Female,Married,Bandung,SMA,IT,Low,31.0,6.0,42.9,8.1,93.8,10.6,7724,7073.878109926453,650.1218900735466,Overpaid
Female,Single,Bandung,SMA,IT,High,41.0,13.0,42.3,7.1,68.2,0.4,10396,11092.79509429425,-696.7950942942498,Underpaid
Female,Married,Jakarta,S2,IT,High,38.0,17.0,46.5,2.8,89.1,6.5,13770,12979.343338293522,790.6566617064782,Overpaid
Male,Married,Jakarta,S1,Marketing,Low,50.0,3.0,36.7,9.9,72.8,1.0,5287,5208.312035709423,78.68796429057693,Fair
Male,Married,Bandung,S1,IT,Low,33.0,8.0,32.8,14.6,63.7,13.7,6274,6877.251199886357,-603.2511998863574,Underpaid
Female,Married,Jakarta,D3,IT,High,32.0,16.0,39.6,12.2,80.1,16.9,12165,12051.115632246743,113.88436775325681,Fair
Female,Divorced,Surabaya,SMA,Sales,High,35.0,16.0,38.3,10.7,71.1,14.2,11113,12028.12756312397,-915.1275631239696,Underpaid
Female,Divorced,Jakarta,S1,Sales,High,33.0,9.0,35.8,7.8,72.9,14.9,9734,9204.307894885991,529.6921051140089,Overpaid
Male,Married,Surabaya,S1,HR,Low,41.0,6.0,39.6,13.0,76.4,7.4,6117,6710.913012947108,-593.9130129471077,Underpaid
Male,Married,Surabaya,D3,HR,High,22.0,15.0,36.9,9.6,66.9,12.7,10724,11444.467006689969,-720.4670066899689,Underpaid
Female,Single,Bandung,D3,Finance,High,27.0,16.0,40.0,9.9,58.8,10.0,10068,12155.598248333254,-2087.5982483332537,Underpaid
Female,Married,Bandung,S1,Marketing,Low,26.0,4.0,37.8,7.1,74.5,10.9,4679,5794.930376056728,-1115.9303760567282,Underpaid
Female,Single,Jakarta,SMA,Sales,Low,43.0,4.0,34.3,9.9,84.6,14.8,5462,5675.384132321268,-213.38413232126823,Fair
Male,Married,Bandung,S1,HR,Low,6.0,11.0,41.2,7.5,66.0,15.9,8370,8862.445049085447,-492.44504908544695,Fair
Female,Single,Surabaya,SMA,Marketing,High,34.0,13.0,36.7,9.9,76.5,8.1,9984,10635.109993923312,-651.1099939233118,Underpaid
Male,Single,Surabaya,S1,IT,High,34.0,9.0,45.6,9.9,90.1,3.0,9486,9929.759418203479,-443.7594182034791,Fair
Female,Single,Jakarta,S2,Marketing,High,36.0,13.0,48.0,9.9,74.1,9.1,10878,11570.832979025912,-692.8329790259122,Underpaid
Female,Single,Surabaya,S1,Sales,Low,44.0,6.0,43.4,9.9,75.9,8.9,5137,7107.932471696292,-1970.932471696292,Underpaid
Male,Single,Jakarta,S1,Sales,Low,37.0,8.0,47.5,13.2,68.2,14.2,9019,8229.294297388393,789.7057026116072,Overpaid
Male,Married,Jakarta,D3,HR,High,43.0,10.0,47.9,9.9,65.1,0.4,10066,10380.601895449741,-314.6018954497413,Fair
Other,Married,Jakarta,SMA,HR,Low,39.0,9.0,40.0,11.8,65.1,9.8,8277,7866.309148681045,410.6908513189546,Fair
Female,Married,Bandung,S2,Marketing,Low,37.0,4.0,46.6,10.1,78.7,5.2,7472,6492.117761275728,979.8822387242717,Overpaid
Male,Married,Surabaya,S1,Sales,Low,43.0,1.0,37.2,9.9,82.6,16.3,5162,4669.305436503864,492.69456349613574,Fair
Male,Married,Bandung,S1,HR,Low,13.0,7.0,30.7,9.9,83.1,9.0,7605,6525.792008073542,1079.207991926458,Overpaid
Other,Married,Jakarta,D3,IT,High,40.0,10.0,36.2,8.5,71.2,9.8,10889,9399.96681451404,1489.0331854859596,Overpaid
Female,Single,Surabaya,SMA,IT,High,30.0,16.0,48.6,7.9,85.9,12.7,11489,12842.27080757486,-1353.2708075748596,Underpaid
Male,Single,Jakarta,SMA,Finance,High,20.0,16.0,32.5,14.5,78.1,7.0,11660,11643.616973511784,16.383026488216274,Fair
Male,Single,Bandung,S1,Marketing,Low,39.0,6.0,40.0,9.9,75.7,9.8,7267,6741.264430005029,525.7355699949712,Overpaid
Male,Single,Bandung,S1,Finance,Low,34.0,12.0,37.4,9.9,66.8,18.9,8942,8916.295628806256,25.70437119374401,Fair
Male,Married,Jakarta,S1,IT,High,43.0,13.0,37.8,9.0,59.8,8.0,10821,10615.34135957046,205.65864042953945,Fair
Other,Single,Jakarta,SMA,Finance,High,35.0,12.0,40.4,9.9,81.3,9.1,9960,10712.25401348167,-752.25401348167,Underpaid
Female,Single,Jakarta,D3,Finance,Low,46.0,0.0,37.2,9.9,76.0,6.9,3329,4339.335035393653,-1010.335035393653,Underpaid
Female,Married,Bandung,SMA,HR,Low,48.0,6.0,32.9,9.9,64.3,0.4,7961,6114.703720827067,1846.2962791729333,Overpaid
Male,Single,Bandung,D3,HR,High,41.0,10.0,40.0,9.9,78.0,15.2,9779,9863.687069360034,-84.687069360034,Fair
Male,Married,Bandung,SMA,HR,High,36.0,12.0,45.4,9.9,60.8,22.1,10971,10961.4504191743,9.549580825700104,Fair
Male,Divorced,Bandung,S2,Marketing,High,22.0,14.0,44.3,9.9,64.6,7.8,12653,11673.133136092143,979.8668639078569,Overpaid
Female,Single,Bandung,SMA,Finance,High,35.0,11.0,36.0,8.0,67.9,9.8,9426,9932.255173490486,-506.2551734904864,Underpaid
Female,Married,Surabaya,S2,Finance,Low,28.0,10.0,33.7,9.9,80.4,8.6,8670,7845.749184738997,824.2508152610026,Overpaid
Female,Single,Jakarta,D3,Marketing,Low,52.0,10.0,40.0,9.9,89.0,9.8,8468,8266.37439093967,201.62560906032923,Fair
Female,Divorced,Bandung,S2,IT,High,34.0,13.0,47.8,7.7,69.1,4.3,12016,11593.181348990296,422.8186510097039,Fair
Female,Married,Surabaya,S1,Finance,High,36.0,12.0,43.2,9.0,88.2,7.7,10948,10889.117123756547,58.88287624345321,Fair
Male,Single,Surabaya,S2,IT,High,39.0,10.0,43.5,9.9,75.5,15.1,9798,10062.850151747814,-264.8501517478144,Fair
Male,Divorced,Jakarta,SMA,Marketing,Low,35.0,9.0,44.4,10.1,77.4,10.6,7807,8279.110409136596,-472.110409136596,Fair
Male,Single,Jakarta,S1,Finance,High,49.0,10.0,42.1,9.9,74.4,16.4,10024,10016.660040537756,7.339959462244224,Fair
Male,Single,Jakarta,S2,Finance,High,30.0,12.0,40.6,8.5,73.0,9.8,9995,10715.657837142282,-720.657837142282,Underpaid
Male,Married,Bandung,SMA,HR,High,37.0,11.0,43.3,10.6,79.4,4.6,10431,10472.537687431315,-41.537687431315135,Fair
Female,Married,Jakarta,SMA,HR,Low,29.0,12.0,37.3,9.9,82.4,7.1,8897,8902.892109533801,-5.892109533800976,Fair
Male,Married,Jakarta,D3,Finance,High,24.0,17.0,32.9,9.9,66.2,11.2,13759,11922.254521174136,1836.7454788258638,Overpaid
Female,Married,Jakarta,S2,Finance,High,30.0,11.0,43.6,9.9,73.1,9.8,10109,10536.510960558518,-427.5109605585185,Fair
Female,Married,Surabaya,S1,HR,Low,35.0,7.0,46.2,13.0,91.7,3.7,7701,7726.1983876481745,-25.198387648174503,Fair
Male,Divorced,Bandung,S1,HR,High,32.0,14.0,34.4,10.6,76.8,4.0,11087,10962.097015032097,124.90298496790274,Fair
Male,Married,Jakarta,SMA,IT,Low,29.0,3.0,44.1,10.7,77.9,12.6,6769,5973.120648415363,795.8793515846373,Overpaid
Male,Married,Surabaya,SMA,Finance,Low,35.0,5.0,48.4,9.9,86.7,8.2,7974,7147.338220531543,826.6617794684571,Overpaid
Male,Single,Bandung,S1,Finance,Low,34.0,12.0,40.0,15.9,70.0,15.9,9004,9154.670346833247,-150.6703468332471,Fair
Female,Married,Jakarta,SMA,Marketing,High,23.0,13.0,40.0,8.1,74.7,5.5,11234,10906.598353913234,327.40164608676605,Fair
Female,Married,Surabaya,S1,IT,Low,41.0,4.0,40.6,5.0,83.2,2.3,5717,5997.8041133041825,-280.80411330418247,Fair
Female,Divorced,Bandung,S2,Sales,Low,36.0,8.0,37.2,9.9,87.4,9.3,7709,7482.545751631978,226.45424836802158,Fair
Male,Single,Jakarta,SMA,Sales,Low,23.0,7.0,40.0,9.9,51.3,18.2,4983,7219.8318121222255,-2236.8318121222255,Underpaid
Female,Married,Jakarta,S1,Sales,Low,33.0,8.0,42.2,9.9,67.6,9.8,7753,7747.9095047650835,5.090495234916489,Fair
Female,Divorced,Surabaya,SMA,HR,High,29.0,15.0,32.0,8.4,65.0,3.1,10228,11083.693213988456,-855.6932139884557,Underpaid
Male,Married,Surabaya,SMA,Marketing,Low,46.0,10.0,40.1,9.9,65.8,16.0,8485,8112.107099426805,372.8929005731952,Fair
Female,Divorced,Surabaya,S1,Finance,Low,20.0,7.0,39.9,11.6,81.6,9.8,5867,7336.25034594274,-1469.2503459427398,Underpaid
Male,Married,Surabaya,D3,HR,Low,36.0,3.0,41.7,9.9,76.7,17.7,5916,5767.66697689404,148.3330231059599,Fair
Female,Married,Bandung,D3,Finance,High,34.0,17.0,49.4,9.9,83.9,13.3,13187,13322.099448517089,-135.0994485170886,Fair
Male,Single,Surabaya,S1,HR,High,35.0,13.0,40.5,9.9,84.5,6.2,9824,11055.634506667586,-1231.6345066675858,Underpaid
Male,Married,Bandung,SMA,IT,Low,37.0,6.0,43.0,9.2,81.8,15.8,7387,7004.706853817285,382.29314618271474,Fair
Female,Single,Jakarta,S1,IT,Low,29.0,10.0,35.1,9.9,71.6,5.4,8732,7923.711890374877,808.2881096251231,Overpaid
Female,Single,Bandung,D3,Sales,High,32.0,10.0,43.8,9.9,76.0,2.8,10004,10242.865885745376,-238.86588574537564,Fair
Female,Married,Surabaya,S1,Marketing,Low,29.0,9.0,37.4,9.9,70.4,9.8,8054,7603.45828500258,450.54171499742006,Fair
Male,Single,Jakarta,SMA,HR,High,44.0,12.0,40.4,10.3,61.4,13.8,9768,10573.34999903352,-805.3499990335204,Underpaid
Female,Divorced,Surabaya,S1,Finance,Low,35.0,6.0,39.5,9.9,84.5,15.7,7898,6874.307268183148,1023.6927318168518,Overpaid
Male,Married,Surabaya,SMA,Sales,Low,35.0,8.0,45.2,8.9,74.2,8.0,7981,7973.719216816906,7.280783183094172,Fair
Male,Married,Jakarta,D3,HR,High,35.0,11.0,33.5,10.1,60.0,0.7,9104,9589.823156064189,-485.8231560641889,Fair
Male,Single,Surabaya,SMA,Finance,Low,29.0,8.0,28.6,9.6,80.4,2.2,6729,6713.180995980457,15.819004019543172,Fair
Female,Single,Bandung,S1,Sales,High,23.0,13.0,38.9,9.9,72.8,4.7,13609,11001.763131806165,2607.236868193835,Overpaid
Female,Single,Jakarta,SMA,Marketing,High,21.0,19.0,40.0,13.6,54.4,9.8,14223,13181.937943939887,1041.0620560601128,Overpaid
Male,Single,Jakarta,S1,Finance,Low,22.0,6.0,40.8,5.8,61.3,11.3,5935,6930.756127113909,-995.7561271139093,Underpaid
Female,Married,Jakarta,S1,HR,Low,37.0,2.0,46.2,17.1,68.0,19.7,7368,5773.094888592499,1594.905111407501,Overpaid
Female,Married,Surabaya,SMA,Sales,Low,39.0,0.0,42.2,12.6,77.1,14.0,5262,4711.396760405327,550.6032395946731,Overpaid
Female,Married,Surabaya,S1,Finance,Low,22.0,9.0,37.2,9.9,82.9,4.4,8263,7787.276736514842,475.723263485158,Fair
Female,Married,Jakarta,SMA,HR,Low,42.0,7.0,28.4,9.3,82.5,6.5,5900,6221.899212287357,-321.89921228735693,Fair
Female,Married,Bandung,D3,Sales,Low,31.0,11.0,38.8,9.5,81.0,7.5,8055,8670.327643146169,-615.3276431461691,Underpaid
Male,Married,Surabaya,S1,Sales,High,35.0,11.0,45.1,9.9,74.7,11.9,10445,10615.010059581251,-170.01005958125097,Fair
Female,Single,Surabaya,S1,Sales,Low,48.0,2.0,38.0,9.9,92.2,17.9,4129,5203.003701107359,-1074.0037011073591,Underpaid
Other,Married,Surabaya,S1,IT,Low,42.0,1.0,40.1,10.1,82.0,7.7,3634,4809.3908189129115,-1175.3908189129115,Underpaid
Female,Single,Bandung,SMA,IT,High,33.0,11.0,42.1,9.6,77.2,9.8,10486,10398.529359913038,87.4706400869618,Fair
Male,Married,Surabaya,D3,Finance,High,28.0,11.0,34.9,9.9,80.7,20.5,10537,9831.513439164046,705.4865608359542,Overpaid
Male,Single,Surabaya,SMA,Marketing,Low,18.0,8.0,43.1,7.4,71.0,8.3,7835,7785.288798059501,49.71120194049945,Fair
Other,Married,Bandung,S1,HR,Low,29.0,2.0,48.2,12.8,74.4,8.1,6624,5966.603388319739,657.3966116802612,Overpaid
Male,Single,Bandung,S1,Marketing,High,33.0,12.0,39.1,9.9,54.2,8.2,10126,10386.08158503771,-260.0815850377094,Fair
Female,Single,Surabaya,S1,Marketing,High,27.0,16.0,34.4,11.4,71.1,10.3,11794,11592.98747636189,201.01252363811,Fair
Male,Married,Jakarta,SMA,IT,Low,34.0,11.0,39.7,12.4,92.6,8.2,8648,8685.27608364001,-37.276083640010256,Fair
Male,Single,Jakarta,D3,Finance,Low,35.0,6.0,28.9,9.9,76.5,14.4,5675,5974.166848077768,-299.166848077768,Fair
Female,Single,Bandung,D3,Marketing,Low,33.0,10.0,41.7,10.2,76.1,2.3,8072,8430.573105887888,-358.57310588788823,Fair
Male,Single,Surabaya,SMA,Marketing,Low,30.0,3.0,42.3,13.5,85.0,7.3,4504,5844.950353920538,-1340.950353920538,Underpaid
Male,Single,Bandung,D3,Sales,High,36.0,15.0,48.4,7.9,78.6,9.8,12856,12500.29563909872,355.70436090127987,Fair
Male,Married,Bandung,S1,Finance,Low,39.0,10.0,39.0,8.2,67.1,14.4,8379,8203.997199961206,175.0028000387938,Fair
Female,Married,Jakarta,S1,Finance,Low,26.0,1.0,42.0,9.9,75.2,9.8,3789,5132.1523648274215,-1343.1523648274215,Underpaid
Male,Married,Bandung,S1,HR,Low,46.0,8.0,35.7,13.5,63.6,3.6,6360,7106.52635822224,-746.5263582222397,Underpaid
Male,Single,Bandung,D3,IT,Low,34.0,12.0,38.2,9.9,76.8,6.7,8308,8932.206715777702,-624.2067157777019,Underpaid
Female,Single,Surabaya,SMA,Marketing,Low,35.0,8.0,32.4,9.9,66.6,1.3,5281,6830.532466087218,-1549.5324660872184,Underpaid
Male,Married,Surabaya,S1,Marketing,Low,41.0,9.0,39.0,9.9,84.3,4.5,8514,7729.328788765524,784.6712112344758,Overpaid
Male,Single,Bandung,SMA,HR,Low,37.0,4.0,38.5,12.5,69.9,1.2,3220,5940.372257617553,-2720.3722576175533,Underpaid
Female,Single,Bandung,S2,IT,High,43.0,13.0,41.5,9.9,66.8,7.4,11121,11020.648364903063,100.35163509693666,Fair
Female,Married,Surabaya,D3,Sales,Low,37.0,7.0,36.9,9.9,73.9,8.9,7652,6915.092478452363,736.9075215476369,Overpaid
Male,Married,Jakarta,D3,Sales,Low,30.0,1.0,40.4,9.9,78.7,12.3,4443,4996.237211466612,-553.2372114666123,Underpaid
Female,Single,Surabaya,S2,Marketing,Low,38.0,8.0,38.3,9.9,62.9,8.5,7907,7288.939640975701,618.060359024299,Overpaid
Female,Single,Surabaya,SMA,Marketing,High,26.0,15.0,38.3,12.1,69.8,12.3,11049,11537.761717019532,-488.7617170195317,Fair
Male,Married,Surabaya,S1,Finance,Low,36.0,8.0,40.4,16.7,76.1,10.6,8265,7595.48321708103,669.5167829189704,Overpaid
Female,Single,Surabaya,S1,HR,High,35.0,19.0,40.2,9.9,88.4,4.8,13734,13330.498391087442,403.50160891255837,Fair
Male,Divorced,Surabaya,SMA,Marketing,High,33.0,12.0,43.8,10.5,49.7,1.6,11682,10738.10555022851,943.8944497714892,Overpaid
Male,Divorced,Jakarta,D3,IT,High,34.0,12.0,39.4,6.5,81.2,12.9,11473,10564.986530772276,908.0134692277243,Overpaid
Female,Married,Surabaya,S1,HR,High,20.0,9.0,38.3,8.3,71.2,18.2,9827,9319.268007473634,507.7319925263655,Overpaid
Male,Single,Surabaya,S1,Finance,Low,31.0,10.0,39.1,9.9,70.1,22.7,8112,8294.439056698819,-182.4390566988186,Fair
Female,Single,Jakarta,SMA,Sales,Low,36.0,9.0,36.4,9.9,68.2,14.7,8900,7705.523860919907,1194.4761390800932,Overpaid
Male,Divorced,Bandung,S2,Finance,Low,36.0,8.0,38.2,12.8,71.4,17.3,8326,7496.44769962733,829.5523003726703,Overpaid
Male,Single,Surabaya,SMA,Sales,Low,45.0,5.0,35.4,13.1,69.6,11.5,5157,6043.29771479699,-886.2977147969896,Underpaid
Male,Single,Bandung,SMA,IT,Low,28.0,5.0,38.6,9.9,91.6,10.6,5984,6399.030358178459,-415.0303581784592,Fair
Female,Single,Jakarta,SMA,Sales,Low,43.0,4.0,38.1,8.8,81.2,9.5,4745,5968.045291567317,-1223.0452915673168,Underpaid
Female,Married,Bandung,SMA,Sales,High,38.0,20.0,38.8,10.3,77.0,13.0,12487,13551.28260624624,-1064.282606246241,Underpaid
Female,Divorced,Jakarta,S2,IT,High,30.0,13.0,38.3,9.9,73.3,7.4,10832,10850.276565285678,-18.27656528567786,Fair
Female,Married,Jakarta,D3,Marketing,High,49.0,12.0,41.4,9.9,86.9,9.3,10172,10590.923884242246,-418.92388424224555,Fair
